Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message,Month,Season
151667,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,2.0,Brooklyn,2005,2005-01-01,55.9,,1,Winter
151648,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,308.0,Greenwich Village - SoHo,2005,2005-01-01,132.6,,1,Winter
816874,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,207.0,East Flatbush - Flatbush,2010,2010-01-01,52.7,,1,Winter
816786,643,Annual vehicle miles traveled,Million miles,per square mile,CD,203.0,Morrisania and Crotona (CD3),2010,2010-01-01,33.2,,1,Winter
816811,643,Annual vehicle miles traveled,Million miles,per square mile,CD,102.0,Greenwich Village and Soho (CD2),2019,2019-01-01,120.2,,1,Winter
816870,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,209.0,Bensonhurst - Bay Ridge,2010,2010-01-01,59.7,,1,Winter
816814,643,Annual vehicle miles traveled,Million miles,per square mile,CD,101.0,Financial District (CD1),2010,2010-01-01,92.7,,1,Winter
154584,643,Annual vehicle miles traveled,Million miles,per square mile,CD,301.0,Greenpoint and Williamsburg (CD1),2005,2005-01-01,58.5,,1,Winter
154572,643,Annual vehicle miles traveled,Million miles,per square mile,CD,201.0,Mott Haven and Melrose (CD1),2005,2005-01-01,68.6,,1,Winter
816900,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,101.0,Kingsbridge - Riverdale,2010,2010-01-01,70.0,,1,Winter
151623,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,101.0,Kingsbridge - Riverdale,2005,2005-01-01,45.2,,1,Winter
816896,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,103.0,Fordham - Bronx Pk,2010,2010-01-01,53.7,,1,Winter
816891,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,105.0,Crotona -Tremont,2019,2019-01-01,102.3,,1,Winter
154579,643,Annual vehicle miles traveled,Million miles,per square mile,CD,208.0,Riverdale and Fieldston (CD8),2005,2005-01-01,32.5,,1,Winter
151645,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,305.0,Upper East Side,2005,2005-01-01,125.0,,1,Winter
151632,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,203.0,Bedford Stuyvesant - Crown Heights,2005,2005-01-01,95.0,,1,Winter
151655,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,405.0,Ridgewood - Forest Hills,2005,2005-01-01,59.6,,1,Winter
154607,643,Annual vehicle miles traveled,Million miles,per square mile,CD,406.0,Rego Park and Forest Hills (CD6),2005,2005-01-01,91.2,,1,Winter
816858,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,304.0,Upper West Side,2010,2010-01-01,127.4,,1,Winter
816754,643,Annual vehicle miles traveled,Million miles,per square mile,CD,307.0,Sunset Park (CD7),2010,2010-01-01,90.1,,1,Winter
816739,643,Annual vehicle miles traveled,Million miles,per square mile,CD,314.0,Flatbush and Midwood (CD14),2019,2019-01-01,57.2,,1,Winter
816778,643,Annual vehicle miles traveled,Million miles,per square mile,CD,207.0,Kingsbridge Heights and Bedford (CD7),2010,2010-01-01,66.6,,1,Winter
151633,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,204.0,East New York,2005,2005-01-01,55.5,,1,Winter
151644,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,304.0,Upper West Side,2005,2005-01-01,103.2,,1,Winter
151640,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,211.0,Williamsburg - Bushwick,2005,2005-01-01,44.2,,1,Winter
816781,643,Annual vehicle miles traveled,Million miles,per square mile,CD,205.0,Fordham and University Heights (CD5),2019,2019-01-01,101.0,,1,Winter
816834,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,406.0,Fresh Meadows,2010,2010-01-01,95.5,,1,Winter
151642,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,302.0,Central Harlem - Morningside Heights,2005,2005-01-01,77.2,,1,Winter
154576,643,Annual vehicle miles traveled,Million miles,per square mile,CD,205.0,Fordham and University Heights (CD5),2005,2005-01-01,105.5,,1,Winter
154606,643,Annual vehicle miles traveled,Million miles,per square mile,CD,405.0,Ridgewood and Maspeth (CD5),2005,2005-01-01,49.4,,1,Winter
151624,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,102.0,Northeast Bronx,2005,2005-01-01,38.8,,1,Winter
154598,643,Annual vehicle miles traveled,Million miles,per square mile,CD,315.0,Sheepshead Bay (CD15),2005,2005-01-01,42.9,,1,Winter
154614,643,Annual vehicle miles traveled,Million miles,per square mile,CD,413.0,Queens Village (CD13),2005,2005-01-01,59.4,,1,Winter
154596,643,Annual vehicle miles traveled,Million miles,per square mile,CD,313.0,Coney Island (CD13),2005,2005-01-01,31.9,,1,Winter
816745,643,Annual vehicle miles traveled,Million miles,per square mile,CD,311.0,Bensonhurst (CD11),2019,2019-01-01,48.6,,1,Winter
816750,643,Annual vehicle miles traveled,Million miles,per square mile,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),2010,2010-01-01,57.2,,1,Winter
816749,643,Annual vehicle miles traveled,Million miles,per square mile,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),2019,2019-01-01,61.5,,1,Winter
816713,643,Annual vehicle miles traveled,Million miles,per square mile,CD,411.0,Bayside and Little Neck (CD11),2010,2010-01-01,81.2,,1,Winter
154582,643,Annual vehicle miles traveled,Million miles,per square mile,CD,211.0,Morris Park and Bronxdale (CD11),2005,2005-01-01,31.8,,1,Winter
151652,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,402.0,West Queens,2005,2005-01-01,84.9,,1,Winter
816852,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,307.0,Gramercy Park - Murray Hill,2010,2010-01-01,173.4,,1,Winter
816910,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,1.0,Bronx,2010,2010-01-01,59.8,,1,Winter
816784,643,Annual vehicle miles traveled,Million miles,per square mile,CD,204.0,Highbridge and Concourse (CD4),2010,2010-01-01,90.6,,1,Winter
816783,643,Annual vehicle miles traveled,Million miles,per square mile,CD,204.0,Highbridge and Concourse (CD4),2019,2019-01-01,96.1,,1,Winter
816809,643,Annual vehicle miles traveled,Million miles,per square mile,CD,103.0,Lower East Side and Chinatown (CD3),2019,2019-01-01,139.0,,1,Winter
816810,643,Annual vehicle miles traveled,Million miles,per square mile,CD,103.0,Lower East Side and Chinatown (CD3),2010,2010-01-01,129.3,,1,Winter
154600,643,Annual vehicle miles traveled,Million miles,per square mile,CD,317.0,East Flatbush (CD17),2005,2005-01-01,99.0,,1,Winter
154587,643,Annual vehicle miles traveled,Million miles,per square mile,CD,304.0,Bushwick (CD4),2005,2005-01-01,36.7,,1,Winter
154574,643,Annual vehicle miles traveled,Million miles,per square mile,CD,203.0,Morrisania and Crotona (CD3),2005,2005-01-01,35.9,,1,Winter
151636,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,207.0,East Flatbush - Flatbush,2005,2005-01-01,74.8,,1,Winter
154580,643,Annual vehicle miles traveled,Million miles,per square mile,CD,209.0,Parkchester and Soundview (CD9),2005,2005-01-01,54.8,,1,Winter
816895,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,103.0,Fordham - Bronx Pk,2019,2019-01-01,60.0,,1,Winter
816859,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,303.0,East Harlem,2019,2019-01-01,147.9,,1,Winter
816882,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,203.0,Bedford Stuyvesant - Crown Heights,2010,2010-01-01,64.4,,1,Winter
816836,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,405.0,Ridgewood - Forest Hills,2010,2010-01-01,70.6,,1,Winter
816752,643,Annual vehicle miles traveled,Million miles,per square mile,CD,308.0,Crown Heights and Prospect Heights (CD8),2010,2010-01-01,64.7,,1,Winter
154563,643,Annual vehicle miles traveled,Million miles,per square mile,CD,104.0,Clinton and Chelsea (CD4),2005,2005-01-01,120.7,,1,Winter
151653,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,403.0,Flushing - Clearview,2005,2005-01-01,38.5,,1,Winter
816857,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,304.0,Upper West Side,2019,2019-01-01,143.5,,1,Winter
816865,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,211.0,Williamsburg - Bushwick,2019,2019-01-01,49.8,,1,Winter
816861,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,302.0,Central Harlem - Morningside Heights,2019,2019-01-01,108.3,,1,Winter
816854,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,306.0,Chelsea - Clinton,2010,2010-01-01,107.2,,1,Winter
816833,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,406.0,Fresh Meadows,2019,2019-01-01,80.9,,1,Winter
816782,643,Annual vehicle miles traveled,Million miles,per square mile,CD,205.0,Fordham and University Heights (CD5),2010,2010-01-01,95.0,,1,Winter
154564,643,Annual vehicle miles traveled,Million miles,per square mile,CD,105.0,Midtown (CD5),2005,2005-01-01,138.1,,1,Winter
816853,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,306.0,Chelsea - Clinton,2019,2019-01-01,136.0,,1,Winter
151651,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,401.0,Long Island City - Astoria,2005,2005-01-01,43.7,,1,Winter
816899,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,101.0,Kingsbridge - Riverdale,2019,2019-01-01,80.8,,1,Winter
816824,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,501.0,Port Richmond,2010,2010-01-01,16.9,,1,Winter
816800,643,Annual vehicle miles traveled,Million miles,per square mile,CD,108.0,Upper East Side (CD8),2010,2010-01-01,143.0,,1,Winter
816743,643,Annual vehicle miles traveled,Million miles,per square mile,CD,312.0,Borough Park (CD12),2019,2019-01-01,70.7,,1,Winter
816711,643,Annual vehicle miles traveled,Million miles,per square mile,CD,410.0,South Ozone Park and Howard Beach (CD10),2010,2010-01-01,80.5,,1,Winter
816744,643,Annual vehicle miles traveled,Million miles,per square mile,CD,312.0,Borough Park (CD12),2010,2010-01-01,61.5,,1,Winter
816772,643,Annual vehicle miles traveled,Million miles,per square mile,CD,210.0,Throgs Neck and Co-op City (CD10),2010,2010-01-01,73.6,,1,Winter
816890,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,106.0,High Bridge - Morrisania,2010,2010-01-01,77.1,,1,Winter
816729,643,Annual vehicle miles traveled,Million miles,per square mile,CD,401.0,Long Island City and Astoria (CD1),2019,2019-01-01,43.5,,1,Winter
816730,643,Annual vehicle miles traveled,Million miles,per square mile,CD,401.0,Long Island City and Astoria (CD1),2010,2010-01-01,43.2,,1,Winter
816867,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,210.0,Coney Island - Sheepshead Bay,2019,2019-01-01,44.5,,1,Winter
816788,643,Annual vehicle miles traveled,Million miles,per square mile,CD,202.0,Hunts Point and Longwood (CD2),2010,2010-01-01,44.8,,1,Winter
816912,643,Annual vehicle miles traveled,Million miles,per square mile,CD,502.0,South Beach and Willowbrook (CD2),2019,2019-01-01,26.9,,1,Winter
816813,643,Annual vehicle miles traveled,Million miles,per square mile,CD,101.0,Financial District (CD1),2019,2019-01-01,116.3,,1,Winter
151628,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,106.0,High Bridge - Morrisania,2005,2005-01-01,79.6,,1,Winter
154603,643,Annual vehicle miles traveled,Million miles,per square mile,CD,402.0,Woodside and Sunnyside (CD2),2005,2005-01-01,78.1,,1,Winter
154616,643,Annual vehicle miles traveled,Million miles,per square mile,CD,501.0,St. George and Stapleton (CD1),2005,2005-01-01,25.5,,1,Winter
151668,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,3.0,Manhattan,2005,2005-01-01,108.4,,1,Winter
817150,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,106.0,High Bridge - Morrisania,2019,2019-01-01,9.0,,1,Winter
817211,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,409.0,Southeast Queens,2010,2010-01-01,1.6,,1,Winter
817061,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,302.0,Fort Greene and Brooklyn Heights (CD2),2010,2010-01-01,99.8,,1,Winter
816980,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,310.0,Lower Manhattan,2019,2019-01-01,102.6,,1,Winter
816727,643,Annual vehicle miles traveled,Million miles,per square mile,CD,402.0,Woodside and Sunnyside (CD2),2019,2019-01-01,113.9,,1,Winter
816765,643,Annual vehicle miles traveled,Million miles,per square mile,CD,301.0,Greenpoint and Williamsburg (CD1),2019,2019-01-01,80.2,,1,Winter
816766,643,Annual vehicle miles traveled,Million miles,per square mile,CD,301.0,Greenpoint and Williamsburg (CD1),2010,2010-01-01,63.8,,1,Winter
816875,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,206.0,Borough Park,2019,2019-01-01,69.7,,1,Winter
816876,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,206.0,Borough Park,2010,2010-01-01,61.2,,1,Winter
816826,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,410.0,Rockaways,2010,2010-01-01,16.3,,1,Winter
816868,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,210.0,Coney Island - Sheepshead Bay,2010,2010-01-01,44.0,,1,Winter
816906,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,3.0,Manhattan,2010,2010-01-01,114.7,,1,Winter
816847,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,309.0,Union Square - Lower East Side,2019,2019-01-01,124.4,,1,Winter
816848,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,309.0,Union Square - Lower East Side,2010,2010-01-01,112.8,,1,Winter
816790,643,Annual vehicle miles traveled,Million miles,per square mile,CD,201.0,Mott Haven and Melrose (CD1),2010,2010-01-01,75.6,,1,Winter
816877,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,205.0,Sunset Park,2019,2019-01-01,101.6,,1,Winter
816881,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,203.0,Bedford Stuyvesant - Crown Heights,2019,2019-01-01,82.6,,1,Winter
816839,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,403.0,Flushing - Clearview,2019,2019-01-01,42.3,,1,Winter
816703,643,Annual vehicle miles traveled,Million miles,per square mile,CD,406.0,Rego Park and Forest Hills (CD6),2010,2010-01-01,116.6,,1,Winter
817199,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,403.0,Flushing - Clearview,2010,2010-01-01,2.5,,1,Winter
816844,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,401.0,Long Island City - Astoria,2010,2010-01-01,59.6,,1,Winter
816771,643,Annual vehicle miles traveled,Million miles,per square mile,CD,210.0,Throgs Neck and Co-op City (CD10),2019,2019-01-01,73.9,,1,Winter
816747,643,Annual vehicle miles traveled,Million miles,per square mile,CD,310.0,Bay Ridge and Dyker Heights (CD10),2019,2019-01-01,84.0,,1,Winter
816748,643,Annual vehicle miles traveled,Million miles,per square mile,CD,310.0,Bay Ridge and Dyker Heights (CD10),2010,2010-01-01,70.2,,1,Winter
