Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message
177916,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304.0,Upper West Side,Summer 2012,6/1/2012,11.4,
410800,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304.0,Upper West Side,Annual Average 2016,12/31/2015,8.5,
177958,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304.0,Upper West Side,Summer 2013,6/1/2013,11.4,
605693,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,Annual Average 2018,1/1/2018,7.1,
742193,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,Summer 2021,6/1/2021,8.3,
177905,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,Summer 2012,6/1/2012,9.7,
410767,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,Annual Average 2016,12/31/2015,7.8,
742214,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,Summer 2021,6/1/2021,9.2,
177898,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,Summer 2012,6/1/2012,10.3,
177940,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,Summer 2013,6/1/2013,10.3,
823296,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,Winter 2021-22,12/1/2021,6.7,
742172,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,Summer 2021,6/1/2021,8.5,
823317,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,Winter 2021-22,12/1/2021,7.2,
334155,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409.0,Southeast Queens,Winter 2014-15,12/1/2014,8.2,
742205,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208.0,Canarsie - Flatlands,Summer 2021,6/1/2021,8.0,
547411,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208.0,Canarsie - Flatlands,Annual Average 2017,1/1/2017,7.0,
742269,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408.0,Jamaica,Annual Average 2021,1/1/2021,6.4,
547441,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,Annual Average 2017,1/1/2017,10.3,
742236,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,Annual Average 2021,1/1/2021,8.2,
605681,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107.0,Hunts Point - Mott Haven,Annual Average 2018,1/1/2018,7.9,
605735,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,Annual Average 2018,1/1/2018,10.3,
605765,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407.0,Southwest Queens,Annual Average 2018,1/1/2018,6.6,
177962,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,Summer 2013,6/1/2013,12.0,
742238,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,Summer 2021,6/1/2021,10.2,
179584,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2.0,Brooklyn,Summer 2012,6/1/2012,10.4,
179589,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2.0,Brooklyn,Summer 2013,6/1/2013,10.3,
410725,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2.0,Brooklyn,Annual Average 2016,12/31/2015,7.8,
823284,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208.0,Canarsie - Flatlands,Winter 2021-22,12/1/2021,6.4,
334095,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202.0,Downtown - Heights - Slope,Winter 2014-15,12/1/2014,10.1,
547510,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202.0,Downtown - Heights - Slope,Annual Average 2017,1/1/2017,8.4,
174260,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301.0,Washington Heights,Annual Average 2013,12/1/2012,9.5,
173614,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301.0,Washington Heights,Summer 2009,6/1/2009,11.0,
547540,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301.0,Washington Heights,Annual Average 2017,1/1/2017,7.8,
173158,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102.0,Northeast Bronx,Winter 2010-11,12/1/2010,13.4,
212818,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,Summer 2014,6/1/2014,12.4,
177955,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301.0,Washington Heights,Summer 2013,6/1/2013,10.4,
547390,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201.0,Greenpoint,Annual Average 2017,1/1/2017,9.0,
177944,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201.0,Greenpoint,Summer 2013,6/1/2013,11.5,
823305,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201.0,Greenpoint,Winter 2021-22,12/1/2021,7.4,
823272,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301.0,Washington Heights,Winter 2021-22,12/1/2021,7.3,
410851,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,501.0,Port Richmond,Annual Average 2016,12/31/2015,7.3,
605663,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101.0,Kingsbridge - Riverdale,Annual Average 2018,1/1/2018,7.0,
334116,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209.0,Bensonhurst - Bay Ridge,Winter 2014-15,12/1/2014,8.5,
334122,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211.0,Williamsburg - Bushwick,Winter 2014-15,12/1/2014,10.0,
547537,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211.0,Williamsburg - Bushwick,Annual Average 2017,1/1/2017,8.2,
174259,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211.0,Williamsburg - Bushwick,Annual Average 2013,12/1/2012,9.4,
547663,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),Annual Average 2017,1/1/2017,7.5,
742458,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),Annual Average 2021,1/1/2021,6.5,
168533,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),Winter 2010-11,12/1/2010,13.1,
169302,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212.0,Williamsbridge and Baychester (CD12),Summer 2009,6/1/2009,10.2,
742457,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),Summer 2021,6/1/2021,8.4,
823560,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),Winter 2021-22,12/1/2021,6.6,
411121,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),Annual Average 2016,12/31/2015,6.9,
605957,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),Annual Average 2018,1/1/2018,6.9,
742547,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),Summer 2021,6/1/2021,7.8,
169509,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),Summer 2012,6/1/2012,10.0,
169568,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),Summer 2013,6/1/2013,10.1,
178416,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,Annual Average 2009,12/1/2008,11.4,
212811,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,Summer 2014,6/1/2014,10.9,
334003,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,Annual Average 2015,1/1/2015,9.6,
178402,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,Annual Average 2009,12/1/2008,10.6,
178486,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,Annual Average 2011,12/1/2010,10.5,
170418,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),Annual Average 2013,12/1/2012,9.4,
170430,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,307.0,Sunset Park (CD7),Annual Average 2013,12/1/2012,9.2,
169474,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),Summer 2012,6/1/2012,10.6,
169533,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),Summer 2013,6/1/2013,10.6,
605948,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),Annual Average 2018,1/1/2018,7.4,
742448,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),Summer 2021,6/1/2021,8.7,
823172,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),Winter 2021-22,12/1/2021,7.4,
169511,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),Summer 2012,6/1/2012,9.4,
169570,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),Summer 2013,6/1/2013,9.4,
823491,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,307.0,Sunset Park (CD7),Winter 2021-22,12/1/2021,7.3,
169521,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),Summer 2013,6/1/2013,11.4,
169462,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),Summer 2012,6/1/2012,11.4,
742538,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407.0,Flushing and Whitestone (CD7),Summer 2021,6/1/2021,8.3,
823545,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407.0,Flushing and Whitestone (CD7),Winter 2021-22,12/1/2021,7.0,
169334,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),Summer 2009,6/1/2009,9.6,
170455,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),Annual Average 2013,12/1/2012,7.6,
168567,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),Winter 2010-11,12/1/2010,10.3,
169285,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),Summer 2009,6/1/2009,12.1,
334266,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304.0,Bushwick (CD4),Winter 2014-15,12/1/2014,9.4,
605975,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304.0,Bushwick (CD4),Annual Average 2018,1/1/2018,7.5,
823482,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304.0,Bushwick (CD4),Winter 2021-22,12/1/2021,7.3,
742472,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303.0,Bedford Stuyvesant (CD3),Summer 2021,6/1/2021,8.8,
411046,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303.0,Bedford Stuyvesant (CD3),Annual Average 2016,12/31/2015,8.1,
547732,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403.0,Jackson Heights (CD3),Annual Average 2017,1/1/2017,7.2,
742473,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303.0,Bedford Stuyvesant (CD3),Annual Average 2021,1/1/2021,6.8,
168527,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204.0,Highbridge and Concourse (CD4),Winter 2010-11,12/1/2010,14.9,
170415,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204.0,Highbridge and Concourse (CD4),Annual Average 2013,12/1/2012,10.0,
547606,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103.0,Lower East Side and Chinatown (CD3),Annual Average 2017,1/1/2017,8.4,
742401,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103.0,Lower East Side and Chinatown (CD3),Annual Average 2021,1/1/2021,7.6,
547642,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203.0,Morrisania and Crotona (CD3),Annual Average 2017,1/1/2017,7.9,
606053,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),Annual Average 2018,1/1/2018,6.7,
605963,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212.0,Williamsbridge and Baychester (CD12),Annual Average 2018,1/1/2018,7.0,
605915,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108.0,Upper East Side (CD8),Annual Average 2018,1/1/2018,8.7,
169566,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),Summer 2013,6/1/2013,9.7,
547759,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),Annual Average 2017,1/1/2017,7.1,
169332,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),Summer 2009,6/1/2009,10.1,
168565,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),Winter 2010-11,12/1/2010,11.8,
170453,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),Annual Average 2013,12/1/2012,8.3,
547669,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212.0,Williamsbridge and Baychester (CD12),Annual Average 2017,1/1/2017,7.4,
742416,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108.0,Upper East Side (CD8),Annual Average 2021,1/1/2021,7.0,
169330,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),Summer 2009,6/1/2009,10.0,
170451,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),Annual Average 2013,12/1/2012,8.0,
547753,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),Annual Average 2017,1/1/2017,6.8,
742548,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),Annual Average 2021,1/1/2021,6.2,
547627,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110.0,Central Harlem (CD10),Annual Average 2017,1/1/2017,7.9,
742428,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112.0,Washington Heights and Inwood (CD12),Annual Average 2021,1/1/2021,6.9,
168535,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212.0,Williamsbridge and Baychester (CD12),Winter 2010-11,12/1/2010,13.4,
170423,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212.0,Williamsbridge and Baychester (CD12),Annual Average 2013,12/1/2012,8.7,
177963,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309.0,Union Square - Lower East Side,Summer 2013,6/1/2013,11.5,
823248,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309.0,Union Square - Lower East Side,Winter 2021-22,12/1/2021,8.4,
179590,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,3.0,Manhattan,Summer 2013,6/1/2013,11.8,
173602,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104.0,Pelham - Throgs Neck,Summer 2009,6/1/2009,10.4,
547513,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203.0,Bedford Stuyvesant - Crown Heights,Annual Average 2017,1/1/2017,7.5,
178498,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209.0,Bensonhurst - Bay Ridge,Annual Average 2011,12/1/2010,9.8,
333997,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209.0,Bensonhurst - Bay Ridge,Annual Average 2015,1/1/2015,8.1,
669793,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209.0,Bensonhurst - Bay Ridge,Annual Average 2020,1/1/2020,5.9,
178435,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409.0,Southeast Queens,Annual Average 2009,12/1/2008,9.4,
669790,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210.0,Coney Island - Sheepshead Bay,Annual Average 2020,1/1/2020,5.7,
334314,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,402.0,Woodside and Sunnyside (CD2),Winter 2014-15,12/1/2014,10.9,
170413,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202.0,Hunts Point and Longwood (CD2),Annual Average 2013,12/1/2012,9.8,
169292,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202.0,Hunts Point and Longwood (CD2),Summer 2009,6/1/2009,11.5,
411097,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,402.0,Woodside and Sunnyside (CD2),Annual Average 2016,12/31/2015,9.3,
169469,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202.0,Hunts Point and Longwood (CD2),Summer 2012,6/1/2012,11.2,
823347,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102.0,Greenwich Village and Soho (CD2),Winter 2021-22,12/1/2021,9.4,
178547,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,Annual Average 2012,12/1/2011,11.2,
823259,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,Summer 2022,6/1/2022,7.1,
178529,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105.0,Crotona -Tremont,Annual Average 2012,12/1/2011,10.2,
177917,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,Summer 2012,6/1/2012,12.1,
177925,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403.0,Flushing - Clearview,Summer 2012,6/1/2012,10.1,
742229,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,Summer 2021,6/1/2021,8.9,
742190,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Summer 2021,6/1/2021,8.5,
823314,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105.0,Crotona -Tremont,Winter 2021-22,12/1/2021,7.3,
334020,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,Winter 2014-15,12/1/2014,11.1,
177799,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403.0,Flushing - Clearview,Summer 2009,6/1/2009,10.2,
742230,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,Annual Average 2021,1/1/2021,7.0,
177791,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,Summer 2009,6/1/2009,12.9,
742254,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403.0,Flushing - Clearview,Annual Average 2021,1/1/2021,6.5,
742224,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303.0,East Harlem,Annual Average 2021,1/1/2021,6.8,
177841,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403.0,Flushing - Clearview,Summer 2010,6/1/2010,11.6,
742228,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,Winter 2020-21,12/1/2020,7.1,
742223,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303.0,East Harlem,Summer 2021,6/1/2021,8.7,
823299,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Winter 2021-22,12/1/2021,6.9,
168518,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),Winter 2010-11,12/1/2010,14.3,
170406,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),Annual Average 2013,12/1/2012,10.4,
169309,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,307.0,Sunset Park (CD7),Summer 2009,6/1/2009,11.5,
168542,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,307.0,Sunset Park (CD7),Winter 2010-11,12/1/2010,13.6,
547690,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,307.0,Sunset Park (CD7),Annual Average 2017,1/1/2017,8.2,
649714,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,Annual Average 2019,1/1/2019,7.5,
605716,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,Winter 2017-18,12/1/2017,9.4,
605758,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404.0,Bayside - Little Neck,Winter 2017-18,12/1/2017,7.6,
177142,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,Winter 2008-09,12/1/2008,13.3,
823301,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202.0,Downtown - Heights - Slope,Summer 2022,6/1/2022,6.9,
178548,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306.0,Chelsea - Clinton,Annual Average 2012,12/1/2011,12.4,
823322,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102.0,Northeast Bronx,Summer 2022,6/1/2022,7.1,
823302,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202.0,Downtown - Heights - Slope,Winter 2021-22,12/1/2021,7.4,
742187,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202.0,Downtown - Heights - Slope,Summer 2021,6/1/2021,9.1,
177956,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302.0,Central Harlem - Morningside Heights,Summer 2013,6/1/2013,10.8,
177938,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102.0,Northeast Bronx,Summer 2013,6/1/2013,10.2,
178568,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102.0,Northeast Bronx,Annual Average 2013,12/1/2012,8.7,
177224,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102.0,Northeast Bronx,Winter 2010-11,12/1/2010,13.4,
177812,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102.0,Northeast Bronx,Summer 2010,6/1/2010,11.8,
410738,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102.0,Northeast Bronx,Winter 2015-16,12/1/2015,8.3,
823323,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102.0,Northeast Bronx,Winter 2021-22,12/1/2021,7.3,
